corpus,domain,scenario_id,arm,cached,category,item,desc_match,question_match,answer_match,output_match,gaps_match,label,label_field,label_exact
generic_questions_v1,semiconductor_work,S07,gapelicit,no,outputs,action-item assignments,none,field,field,field,field,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S07,gapelicit,no,outputs,task tracker updates,none,none,none,none,none,missed,missed,missed
generic_questions_v1,semiconductor_work,S07,gapelicit,no,decisions,Are all action items assigned to owners?,none,scatter,field,field,field,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S07,gapelicit,no,decisions,Does the meeting require task tracking?,none,scatter,scatter,none,none,dropped,missed,missed
generic_questions_v1,semiconductor_work,S07,gapelicit,no,exceptions,missing transcript,none,none,none,scatter,none,unsupported,missed,missed
generic_questions_v1,semiconductor_work,S07,gapelicit,no,exceptions,unclear decision owner,none,field,field,field,field,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S07,gapelicit,no,exceptions,recipient list incomplete,none,field,field,field,field,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S07,gapelicit,no,exceptions,confidential content included,none,none,none,none,none,missed,missed,missed
generic_questions_v1,semiconductor_work,S07,gapelicit,no,automation_targets,A2: Extract decisions and action items,none,field,field,field,field,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S07,gapelicit,no,automation_targets,A4: Draft summary email,none,field,field,field,field,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S07,gapelicit,no,automation_targets,A7: Update task tracker if needed,none,none,none,none,none,missed,missed,missed
generic_questions_v1,semiconductor_work,S08,gapelicit,no,activities,Collect meeting time and participant count,none,scatter,field,scatter,none,recovered,dropped,missed
generic_questions_v1,semiconductor_work,S08,gapelicit,no,activities,Check room availability,field,exact,field,exact,none,carried,carried,unsupported
generic_questions_v1,semiconductor_work,S08,gapelicit,no,activities,Select room matching capacity and equipment needs,none,none,field,scatter,scatter,recovered,dropped,missed
generic_questions_v1,semiconductor_work,S08,gapelicit,no,activities,Reserve selected room,field,field,field,field,field,carried,carried,missed
generic_questions_v1,semiconductor_work,S08,gapelicit,no,activities,Create or update calendar invitation,none,none,field,exact,none,recovered,recovered,unsupported
generic_questions_v1,semiconductor_work,S08,gapelicit,no,activities,Notify participants of room information,field,field,field,exact,none,carried,carried,unsupported
generic_questions_v1,semiconductor_work,S08,gapelicit,no,actors,meeting organizer,field,none,scatter,scatter,scatter,carried,lost,missed
generic_questions_v1,semiconductor_work,S08,gapelicit,no,actors,meeting participants,field,scatter,scatter,scatter,field,carried,lost,missed
generic_questions_v1,semiconductor_work,S08,gapelicit,no,actors,facility system,none,none,none,none,none,missed,missed,missed
generic_questions_v1,semiconductor_work,S08,gapelicit,no,systems,calendar system,none,field,exact,exact,exact,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,gapelicit,no,systems,room reservation system,none,field,exact,exact,exact,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,gapelicit,no,systems,email or collaboration tool,none,field,exact,exact,field,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,gapelicit,no,inputs,meeting date and time,none,field,exact,exact,none,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,gapelicit,no,inputs,participant count,none,none,exact,exact,none,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,gapelicit,no,inputs,location preference,none,none,exact,exact,none,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,gapelicit,no,inputs,equipment needs,none,none,exact,exact,none,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,gapelicit,no,outputs,room reservation,none,exact,exact,exact,exact,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,gapelicit,no,outputs,calendar invitation,none,none,exact,exact,none,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,gapelicit,no,outputs,participant notification,none,field,field,exact,field,recovered,recovered,unsupported
generic_questions_v1,semiconductor_work,S08,gapelicit,no,decisions,Is a suitable room available?,none,field,none,exact,field,unsupported,unsupported,unsupported
generic_questions_v1,semiconductor_work,S08,gapelicit,no,decisions,Does the meeting require special equipment?,none,scatter,field,exact,scatter,recovered,recovered,unsupported
generic_questions_v1,semiconductor_work,S08,gapelicit,no,exceptions,room unavailable,none,none,none,none,none,missed,missed,missed
generic_questions_v1,semiconductor_work,S08,gapelicit,no,exceptions,participant count changes,none,none,field,field,none,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S08,gapelicit,no,exceptions,reservation conflict,none,none,none,none,none,missed,missed,missed
generic_questions_v1,semiconductor_work,S08,gapelicit,no,exceptions,equipment unavailable,none,none,none,none,none,missed,missed,missed
generic_questions_v1,semiconductor_work,S08,gapelicit,no,automation_targets,A2: Check room availability,field,field,field,exact,none,carried,carried,unsupported
generic_questions_v1,semiconductor_work,S08,gapelicit,no,automation_targets,A3: Select room matching capacity and equipment needs,none,none,field,scatter,scatter,recovered,dropped,missed
generic_questions_v1,semiconductor_work,S08,gapelicit,no,automation_targets,A5: Create or update calendar invitation,none,none,field,exact,none,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,activities,Review test request and conditions,none,none,field,exact,field,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,activities,Prepare evaluation setup,field,none,field,field,field,carried,carried,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,activities,Run verification test,field,field,field,exact,scatter,carried,carried,unsupported
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,activities,Collect result files,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,activities,Check result validity,field,none,field,field,none,carried,carried,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,activities,Summarize findings in report,none,field,field,field,scatter,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,activities,Share report for review,none,field,field,field,scatter,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,activities,Review report and request clarification if needed,none,none,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,actors,verification engineer,field,field,exact,exact,scatter,carried,carried,recovered
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,actors,review engineer,none,none,exact,exact,scatter,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,actors,project owner,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,systems,test execution tool,none,field,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,systems,result repository,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,systems,report template,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,systems,email or collaboration tool,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,inputs,test request,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,inputs,test condition,none,field,exact,exact,scatter,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,inputs,sample identifier,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,inputs,evaluation setup guide,none,none,exact,exact,field,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,outputs,test result files,field,field,exact,exact,field,carried,carried,recovered
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,outputs,summary report,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,outputs,issue list,none,none,none,scatter,none,unsupported,missed,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,outputs,review notification,none,none,none,field,none,unsupported,unsupported,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,decisions,Are the result files complete and readable?,none,scatter,field,exact,scatter,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,decisions,Do the results contain abnormal patterns?,none,none,field,exact,field,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,exceptions,missing setup information,none,none,scatter,none,none,dropped,missed,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,exceptions,test execution failure,none,scatter,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,exceptions,incomplete result files,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,exceptions,unclear abnormal pattern,none,none,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,automation_targets,A4: Collect result files,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,automation_targets,A5: Check result validity,field,none,field,field,none,carried,carried,missed
coordinated_questions_v1,semiconductor_work,S01,coordinated,no,automation_targets,A6: Summarize findings in report,none,field,field,scatter,scatter,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,activities,Confirm measurement request and wafer identifier,none,none,field,scatter,scatter,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,activities,Select suitable measurement equipment,none,none,field,scatter,none,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,activities,Check equipment availability and reserve slot,none,none,field,none,none,dropped,dropped,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,activities,Prepare wafer according to equipment procedure,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,activities,Run measurement recipe,none,none,field,exact,none,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,activities,Validate measurement output,none,field,field,exact,none,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,activities,Upload result and notify requester,none,none,field,field,scatter,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,actors,measurement engineer,field,field,exact,exact,field,carried,carried,recovered
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,actors,equipment owner,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,actors,requester,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,systems,measurement equipment,none,none,field,scatter,none,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,systems,equipment reservation system,none,none,none,scatter,none,unsupported,missed,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,systems,measurement result repository,field,field,exact,exact,field,carried,carried,recovered
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,inputs,measurement request,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,inputs,wafer identifier,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,inputs,measurement recipe,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,inputs,equipment availability,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,outputs,measurement result,field,exact,exact,exact,exact,carried,carried,recovered
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,outputs,equipment usage record,none,none,none,scatter,none,unsupported,missed,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,outputs,request completion notice,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,decisions,Which equipment is required for the requested measurement?,none,none,scatter,scatter,none,recovered,missed,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,decisions,Is the equipment available and qualified?,none,none,field,scatter,none,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,decisions,Is the measurement output valid?,none,field,field,exact,field,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,exceptions,equipment unavailable,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,exceptions,wafer information mismatch,none,scatter,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,exceptions,recipe not approved,none,none,field,scatter,none,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,exceptions,invalid measurement output,none,field,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,automation_targets,A2: Select suitable measurement equipment,none,none,field,none,none,dropped,dropped,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,automation_targets,A3: Check equipment availability and reserve slot,none,none,field,none,none,dropped,dropped,missed
coordinated_questions_v1,semiconductor_work,S02,coordinated,no,automation_targets,A6: Validate measurement output,none,field,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,activities,Identify required sample and evaluation purpose,none,none,field,exact,scatter,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,activities,Submit sample transfer request,none,field,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,activities,Approve transfer request,none,field,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,activities,Physically confirm sample,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,activities,Move sample to target location,none,none,scatter,scatter,none,recovered,missed,missed
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,activities,Update sample status after evaluation,field,field,field,field,none,carried,carried,missed
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,activities,Submit disposal request for completed sample,none,field,field,scatter,scatter,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,activities,Approve and record disposal,none,field,field,exact,scatter,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,actors,sample requester,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,actors,sample manager,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,actors,verification engineer,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,actors,approver,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,systems,sample tracking sheet,none,scatter,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,systems,transfer request form,none,field,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,systems,approval system,none,scatter,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,systems,storage location registry,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,inputs,sample identifier,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,inputs,evaluation purpose,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,inputs,target location,none,none,none,scatter,none,unsupported,missed,missed
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,inputs,disposal reason,none,scatter,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,outputs,transfer approval,none,scatter,field,scatter,field,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,outputs,updated sample status,none,none,field,exact,none,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,outputs,disposal record,none,field,field,exact,field,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,outputs,physical confirmation note,none,none,none,field,none,unsupported,unsupported,missed
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,decisions,Is the sample available and correctly identified?,none,none,field,exact,field,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,decisions,Is disposal allowed after evaluation?,none,field,field,exact,none,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,exceptions,sample identifier mismatch,none,none,exact,field,exact,recovered,recovered,dropped
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,exceptions,missing physical sample,none,field,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,exceptions,approval delay,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,exceptions,retention requirement,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,automation_targets,A2: Submit sample transfer request,none,field,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,automation_targets,A6: Update sample status after evaluation,field,field,field,field,none,carried,carried,missed
coordinated_questions_v1,semiconductor_work,S03,coordinated,no,automation_targets,A7: Submit disposal request for completed sample,none,field,field,scatter,scatter,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,activities,Register defect issue with initial evidence,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,activities,Classify issue severity and affected scope,none,scatter,field,exact,none,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,activities,Notify related teams and assign owners,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,activities,Define root-cause hypotheses,none,none,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,activities,Plan and run follow-up experiment,none,none,field,exact,field,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,activities,Review experiment result and select improvement action,none,scatter,field,scatter,none,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,activities,Assess customer risk,none,scatter,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,activities,Share final report and action items,none,scatter,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,actors,issue owner,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,actors,process engineer,none,scatter,exact,exact,scatter,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,actors,quality engineer,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,actors,customer interface owner,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,actors,manager,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,systems,issue tracking system,none,scatter,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,systems,experiment log,none,scatter,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,systems,risk report template,field,scatter,exact,exact,field,carried,carried,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,systems,collaboration tool,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,inputs,defect description,none,scatter,exact,exact,scatter,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,inputs,sample or lot context,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,inputs,initial evidence,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,inputs,customer impact assumption,none,none,exact,exact,field,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,outputs,issue report,field,none,field,field,none,carried,carried,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,outputs,root-cause hypothesis,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,outputs,experiment plan,none,none,field,exact,exact,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,outputs,improvement action,none,exact,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,outputs,customer risk summary,none,none,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,decisions,Is the issue customer-impacting?,none,none,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,decisions,Does the experiment support the root-cause hypothesis?,none,none,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,exceptions,insufficient evidence,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,exceptions,unclear owner,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,exceptions,experiment delay,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,exceptions,conflicting root-cause hypotheses,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,automation_targets,A1: Register defect issue with initial evidence,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,automation_targets,A3: Notify related teams and assign owners,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S04,coordinated,no,automation_targets,A8: Share final report and action items,none,scatter,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,activities,Collect document and related change list,none,scatter,field,field,scatter,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,activities,Compare feature changes with document content,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,activities,Check terminology and formatting consistency,none,none,field,exact,none,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,activities,Record comments and requested revisions,none,none,exact,exact,scatter,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,activities,Revise document based on comments,none,none,field,scatter,none,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,activities,Confirm revisions with feature owner,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,activities,Approve final document,none,field,field,scatter,scatter,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,actors,document reviewer,none,field,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,actors,feature owner,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,actors,document author,none,exact,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,actors,approver,none,exact,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,systems,document repository,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,systems,change request tracker,none,field,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,systems,review checklist,none,field,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,systems,commenting tool,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,inputs,specification document,exact,none,exact,exact,none,carried,carried,carried
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,inputs,feature change list,none,field,exact,exact,scatter,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,inputs,previous document version,none,field,exact,field,field,recovered,recovered,dropped
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,inputs,review checklist,none,field,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,outputs,review comments,none,none,exact,exact,scatter,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,outputs,change request list,none,field,exact,exact,field,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,outputs,approval decision,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,outputs,updated document,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,decisions,Are all feature changes reflected?,field,scatter,field,field,none,carried,carried,missed
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,decisions,Are the revisions acceptable?,none,none,field,exact,scatter,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,exceptions,missing change list,none,scatter,field,field,scatter,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,exceptions,conflicting terminology,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,exceptions,unclear feature owner,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,exceptions,unresolved comments,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,automation_targets,A2: Compare feature changes with document content,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,automation_targets,A3: Check terminology and formatting consistency,none,none,field,exact,none,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S05,coordinated,no,automation_targets,A4: Record comments and requested revisions,none,none,field,exact,scatter,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,activities,Prepare agenda and issue summary,none,scatter,field,exact,scatter,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,activities,Schedule meeting with vendor,field,field,field,field,none,carried,carried,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,activities,Discuss improvement options,field,none,field,field,none,carried,carried,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,activities,Record decisions and open questions,none,scatter,none,scatter,none,unsupported,missed,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,activities,Assign action-item owners and due dates,none,field,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,activities,Share meeting summary,none,field,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,activities,Track action-item progress,none,none,field,exact,none,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,actors,equipment engineer,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,actors,vendor representative,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,actors,meeting organizer,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,actors,action-item owner,field,field,exact,exact,field,carried,carried,recovered
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,actors,manager,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,systems,calendar system,none,none,none,exact,field,unsupported,unsupported,unsupported
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,systems,meeting notes,none,scatter,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,systems,action-item tracker,field,field,exact,exact,field,carried,carried,recovered
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,systems,shared document repository,none,none,exact,exact,none,recovered,recovered,recovered
